Stages,Leader,Year,Yellow Jersey,Green jersey,White jersey,Polka-dot jersey
19.0,,2008,CARLOS SASTRE,OSCAR FREIRE,ANDY SCHLECK,BERNHARD KOHL
20.0,,2008,CARLOS SASTRE,OSCAR FREIRE,ANDY SCHLECK,BERNHARD KOHL
21.0,,2008,CARLOS SASTRE,OSCAR FREIRE,ANDY SCHLECK,BERNHARD KOHL
1.0,,2009,FABIAN CANCELLARA,BRADLEY WIGGINS,ROMAN KREUZIGER,ALBERTO CONTADOR
2.0,,2009,FABIAN CANCELLARA,MARK CAVENDISH,ROMAN KREUZIGER,JUSSI VEIKKANEN
3.0,,2009,FABIAN CANCELLARA,MARK CAVENDISH,TONY MARTIN,JUSSI VEIKKANEN
4.0,,2009,FABIAN CANCELLARA,MARK CAVENDISH,TONY MARTIN,JUSSI VEIKKANEN
5.0,,2009,FABIAN CANCELLARA,MARK CAVENDISH,TONY MARTIN,JUSSI VEIKKANEN
6.0,,2009,FABIAN CANCELLARA,MARK CAVENDISH,TONY MARTIN,STÉPHANE AUGE
7.0,,2009,RINALDO NOCENTINI,MARK CAVENDISH,TONY MARTIN,BRICE FEILLU
8.0,,2009,RINALDO NOCENTINI,THOR HUSHOVD,TONY MARTIN,CHRISTOPHE KERN
9.0,,2009,RINALDO NOCENTINI,THOR HUSHOVD,TONY MARTIN,EGOI MARTINEZ
10.0,,2009,RINALDO NOCENTINI,THOR HUSHOVD,TONY MARTIN,EGOI MARTINEZ
11.0,,2009,RINALDO NOCENTINI,MARK CAVENDISH,TONY MARTIN,EGOI MARTINEZ
12.0,,2009,RINALDO NOCENTINI,MARK CAVENDISH,TONY MARTIN,EGOI MARTINEZ
13.0,,2009,RINALDO NOCENTINI,THOR HUSHOVD,TONY MARTIN,FRANCO PELLIZOTTI
14.0,,2009,RINALDO NOCENTINI,THOR HUSHOVD,TONY MARTIN,FRANCO PELLIZOTTI
15.0,,2009,ALBERTO CONTADOR,THOR HUSHOVD,ANDY SCHLECK,FRANCO PELLIZOTTI
16.0,,2009,ALBERTO CONTADOR,THOR HUSHOVD,ANDY SCHLECK,FRANCO PELLIZOTTI
17.0,,2009,ALBERTO CONTADOR,THOR HUSHOVD,ANDY SCHLECK,FRANCO PELLIZOTTI
18.0,,2009,ALBERTO CONTADOR,THOR HUSHOVD,ANDY SCHLECK,FRANCO PELLIZOTTI
19.0,,2009,ALBERTO CONTADOR,THOR HUSHOVD,ANDY SCHLECK,FRANCO PELLIZOTTI
20.0,,2009,ALBERTO CONTADOR,THOR HUSHOVD,ANDY SCHLECK,FRANCO PELLIZOTTI
21.0,,2009,ALBERTO CONTADOR,THOR HUSHOVD,ANDY SCHLECK,FRANCO PELLIZOTTI
0.0,,2010,FABIAN CANCELLARA,DAVID MILLAR,TONY MARTIN,
1.0,,2010,FABIAN CANCELLARA,ALESSANDRO PETACCHI,TONY MARTIN,
2.0,,2010,SYLVAIN CHAVANEL,ALESSANDRO PETACCHI,TONY MARTIN,JÉRÔME PINEAU
3.0,,2010,FABIAN CANCELLARA,THOR HUSHOVD,GERAINT THOMAS,JÉRÔME PINEAU
4.0,,2010,FABIAN CANCELLARA,THOR HUSHOVD,GERAINT THOMAS,JÉRÔME PINEAU
5.0,,2010,FABIAN CANCELLARA,THOR HUSHOVD,GERAINT THOMAS,JÉRÔME PINEAU
6.0,,2010,FABIAN CANCELLARA,THOR HUSHOVD,GERAINT THOMAS,JÉRÔME PINEAU
7.0,,2010,SYLVAIN CHAVANEL,THOR HUSHOVD,ANDY SCHLECK,JÉRÔME PINEAU
8.0,,2010,CADEL EVANS,THOR HUSHOVD,ANDY SCHLECK,JÉRÔME PINEAU
9.0,,2010,ANDY SCHLECK,THOR HUSHOVD,ROBERT GESINK,ANTHONY CHARTEAU
10.0,,2010,ANDY SCHLECK,THOR HUSHOVD,ROBERT GESINK,JÉRÔME PINEAU
11.0,,2010,ANDY SCHLECK,ALESSANDRO PETACCHI,ROBERT GESINK,JÉRÔME PINEAU
12.0,,2010,ANDY SCHLECK,THOR HUSHOVD,ROBERT GESINK,ANTHONY CHARTEAU
13.0,,2010,ANDY SCHLECK,ALESSANDRO PETACCHI,ROBERT GESINK,ANTHONY CHARTEAU
14.0,,2010,ANDY SCHLECK,ALESSANDRO PETACCHI,ROBERT GESINK,ANTHONY CHARTEAU
15.0,,2010,ANDY SCHLECK,ALESSANDRO PETACCHI,ANDY SCHLECK,ANTHONY CHARTEAU
16.0,,2010,ANDY SCHLECK,THOR HUSHOVD,ANDY SCHLECK,ANTHONY CHARTEAU
17.0,,2010,ANDY SCHLECK,THOR HUSHOVD,ANDY SCHLECK,ANTHONY CHARTEAU
18.0,,2010,ANDY SCHLECK,ALESSANDRO PETACCHI,ANDY SCHLECK,ANTHONY CHARTEAU
19.0,,2010,ANDY SCHLECK,ALESSANDRO PETACCHI,ANDY SCHLECK,ANTHONY CHARTEAU
20.0,,2010,ANDY SCHLECK,ALESSANDRO PETACCHI,ANDY SCHLECK,ANTHONY CHARTEAU
1.0,,2011,PHILIPPE GILBERT,CADEL EVANS,GERAINT THOMAS,THOR HUSHOVD
2.0,,2011,THOR HUSHOVD,PHILIPPE GILBERT,GERAINT THOMAS,CADEL EVANS
3.0,,2011,THOR HUSHOVD,JOSÉ ROJAS,GERAINT THOMAS,PHILIPPE GILBERT
4.0,,2011,THOR HUSHOVD,JOSÉ ROJAS,GERAINT THOMAS,CADEL EVANS
5.0,,2011,THOR HUSHOVD,PHILIPPE GILBERT,GERAINT THOMAS,CADEL EVANS
6.0,,2011,THOR HUSHOVD,PHILIPPE GILBERT,GERAINT THOMAS,JOHNNY HOOGERLAND
7.0,,2011,THOR HUSHOVD,JOSÉ ROJAS,ROBERT GESINK,JOHNNY HOOGERLAND
8.0,,2011,THOR HUSHOVD,PHILIPPE GILBERT,ROBERT GESINK,TEJAY VAN GARDEREN
9.0,,2011,THOMAS VOECKLER,PHILIPPE GILBERT,ROBERT GESINK,JOHNNY HOOGERLAND
10.0,,2011,THOMAS VOECKLER,PHILIPPE GILBERT,ROBERT GESINK,JOHNNY HOOGERLAND
11.0,,2011,THOMAS VOECKLER,MARK CAVENDISH,ROBERT GESINK,JOHNNY HOOGERLAND
12.0,,2011,THOMAS VOECKLER,MARK CAVENDISH,ARNOLD JEANNESSON,SAMUEL SANCHEZ
13.0,,2011,THOMAS VOECKLER,MARK CAVENDISH,ARNOLD JEANNESSON,JÉRÉMY ROY
14.0,,2011,THOMAS VOECKLER,MARK CAVENDISH,RIGOBERTO URAN,JELLE VANENDERT
15.0,,2011,THOMAS VOECKLER,MARK CAVENDISH,RIGOBERTO URAN,JELLE VANENDERT
16.0,,2011,THOMAS VOECKLER,MARK CAVENDISH,RIGOBERTO URAN,JELLE VANENDERT
17.0,,2011,THOMAS VOECKLER,MARK CAVENDISH,RIGOBERTO URAN,JELLE VANENDERT
18.0,,2011,THOMAS VOECKLER,MARK CAVENDISH,REIN TAARAMÄE,JELLE VANENDERT
19.0,,2011,ANDY SCHLECK,MARK CAVENDISH,PIERRE ROLLAND,SAMUEL SANCHEZ
20.0,,2011,CADEL EVANS,MARK CAVENDISH,PIERRE ROLLAND,SAMUEL SANCHEZ
21.0,,2011,CADEL EVANS,MARK CAVENDISH,PIERRE ROLLAND,SAMUEL SANCHEZ
0.0,,2012,FABIAN CANCELLARA,BRADLEY WIGGINS,TEJAY VAN GARDEREN,
1.0,,2012,FABIAN CANCELLARA,PETER SAGAN,TEJAY VAN GARDEREN,MICHAEL MØRKØV
2.0,,2012,FABIAN CANCELLARA,PETER SAGAN,TEJAY VAN GARDEREN,MICHAEL MØRKØV
3.0,,2012,FABIAN CANCELLARA,PETER SAGAN,TEJAY VAN GARDEREN,MICHAEL MØRKØV
4.0,,2012,FABIAN CANCELLARA,PETER SAGAN,TEJAY VAN GARDEREN,MICHAEL MØRKØV
5.0,,2012,FABIAN CANCELLARA,PETER SAGAN,TEJAY VAN GARDEREN,MICHAEL MØRKØV
6.0,,2012,FABIAN CANCELLARA,PETER SAGAN,TEJAY VAN GARDEREN,MICHAEL MØRKØV
7.0,,2012,BRADLEY WIGGINS,PETER SAGAN,REIN TAARAMÄE,CHRIS FROOME
8.0,,2012,BRADLEY WIGGINS,PETER SAGAN,REIN TAARAMÄE,FREDRIK KESSIAKOFF
9.0,,2012,BRADLEY WIGGINS,PETER SAGAN,TEJAY VAN GARDEREN,FREDRIK KESSIAKOFF
10.0,,2012,BRADLEY WIGGINS,PETER SAGAN,TEJAY VAN GARDEREN,THOMAS VOECKLER
11.0,,2012,BRADLEY WIGGINS,PETER SAGAN,TEJAY VAN GARDEREN,FREDRIK KESSIAKOFF
12.0,,2012,BRADLEY WIGGINS,PETER SAGAN,TEJAY VAN GARDEREN,FREDRIK KESSIAKOFF
13.0,,2012,BRADLEY WIGGINS,PETER SAGAN,TEJAY VAN GARDEREN,FREDRIK KESSIAKOFF
14.0,,2012,BRADLEY WIGGINS,PETER SAGAN,TEJAY VAN GARDEREN,FREDRIK KESSIAKOFF
15.0,,2012,BRADLEY WIGGINS,PETER SAGAN,TEJAY VAN GARDEREN,FREDRIK KESSIAKOFF
16.0,,2012,BRADLEY WIGGINS,PETER SAGAN,TEJAY VAN GARDEREN,THOMAS VOECKLER
17.0,,2012,BRADLEY WIGGINS,PETER SAGAN,TEJAY VAN GARDEREN,THOMAS VOECKLER
18.0,,2012,BRADLEY WIGGINS,PETER SAGAN,TEJAY VAN GARDEREN,THOMAS VOECKLER
19.0,,2012,BRADLEY WIGGINS,PETER SAGAN,TEJAY VAN GARDEREN,THOMAS VOECKLER
20.0,,2012,BRADLEY WIGGINS,PETER SAGAN,TEJAY VAN GARDEREN,THOMAS VOECKLER
1.0,,2013,MARCEL KITTEL,ALEXANDER KRISTOFF,DANNY VAN POPPEL,JUAN JOSÉ LOBATO DEL VALLE
2.0,,2013,JAN BAKELANTS,MARCEL KITTEL,MICHAL KWIATKOWSKI,PIERRE ROLLAND
3.0,,2013,JAN BAKELANTS,PETER SAGAN,MICHAL KWIATKOWSKI,PIERRE ROLLAND
4.0,,2013,SIMON GERRANS,PETER SAGAN,MICHAL KWIATKOWSKI,PIERRE ROLLAND
5.0,,2013,SIMON GERRANS,PETER SAGAN,MICHAL KWIATKOWSKI,PIERRE ROLLAND
6.0,,2013,DARYL IMPEY,PETER SAGAN,MICHAL KWIATKOWSKI,PIERRE ROLLAND
7.0,,2013,DARYL IMPEY,PETER SAGAN,MICHAL KWIATKOWSKI,BLEL KADRI
8.0,,2013,CHRIS FROOME,PETER SAGAN,NAIRO QUINTANA,PIERRE ROLLAND
9.0,,2013,CHRIS FROOME,PETER SAGAN,NAIRO QUINTANA,PIERRE ROLLAND
10.0,,2013,CHRIS FROOME,PETER SAGAN,NAIRO QUINTANA,PIERRE ROLLAND
11.0,,2013,CHRIS FROOME,PETER SAGAN,MICHAL KWIATKOWSKI,PIERRE ROLLAND
12.0,,2013,CHRIS FROOME,PETER SAGAN,MICHAL KWIATKOWSKI,PIERRE ROLLAND
13.0,,2013,CHRIS FROOME,PETER SAGAN,MICHAL KWIATKOWSKI,PIERRE ROLLAND
14.0,,2013,CHRIS FROOME,PETER SAGAN,MICHAL KWIATKOWSKI,PIERRE ROLLAND
15.0,,2013,CHRIS FROOME,PETER SAGAN,NAIRO QUINTANA,MIKEL NIEVE ITURRALDE
16.0,,2013,CHRIS FROOME,PETER SAGAN,NAIRO QUINTANA,MIKEL NIEVE ITURRALDE
17.0,,2013,CHRIS FROOME,PETER SAGAN,NAIRO QUINTANA,MIKEL NIEVE ITURRALDE
18.0,,2013,CHRIS FROOME,PETER SAGAN,NAIRO QUINTANA,CHRISTOPHE RIBLON
19.0,,2013,CHRIS FROOME,PETER SAGAN,NAIRO QUINTANA,PIERRE ROLLAND
20.0,,2013,CHRIS FROOME,PETER SAGAN,ANDREW TALANSKY,NAIRO QUINTANA
21.0,,2013,CHRIS FROOME,PETER SAGAN,NAIRO QUINTANA,NAIRO QUINTANA
1.0,,2014,MARCEL KITTEL,BRYAN COQUARD,PETER SAGAN,JENS VOIGT
2.0,,2014,VINCENZO NIBALI,PETER SAGAN,ROMAIN BARDET,CYRIL LEMOINE
3.0,,2014,VINCENZO NIBALI,PETER SAGAN,ROMAIN BARDET,CYRIL LEMOINE
4.0,,2014,VINCENZO NIBALI,PETER SAGAN,ROMAIN BARDET,CYRIL LEMOINE
5.0,,2014,VINCENZO NIBALI,PETER SAGAN,MICHAL KWIATKOWSKI,CYRIL LEMOINE
6.0,,2014,VINCENZO NIBALI,PETER SAGAN,MICHAL KWIATKOWSKI,CYRIL LEMOINE
7.0,,2014,VINCENZO NIBALI,PETER SAGAN,MICHAL KWIATKOWSKI,CYRIL LEMOINE
8.0,,2014,VINCENZO NIBALI,PETER SAGAN,MICHAL KWIATKOWSKI,BLEL KADRI
9.0,,2014,TONY GALLOPIN,PETER SAGAN,MICHAL KWIATKOWSKI,TONY MARTIN
10.0,,2014,VINCENZO NIBALI,PETER SAGAN,ROMAIN BARDET,JOAQUIM RODRIGUEZ
11.0,,2014,VINCENZO NIBALI,PETER SAGAN,ROMAIN BARDET,JOAQUIM RODRIGUEZ
12.0,,2014,VINCENZO NIBALI,PETER SAGAN,ROMAIN BARDET,JOAQUIM RODRIGUEZ
13.0,,2014,VINCENZO NIBALI,PETER SAGAN,ROMAIN BARDET,JOAQUIM RODRIGUEZ
14.0,,2014,VINCENZO NIBALI,PETER SAGAN,ROMAIN BARDET,JOAQUIM RODRIGUEZ
15.0,,2014,VINCENZO NIBALI,PETER SAGAN,ROMAIN BARDET,JOAQUIM RODRIGUEZ
16.0,,2014,VINCENZO NIBALI,PETER SAGAN,THIBAUT PINOT,RAFAL MAJKA
17.0,,2014,VINCENZO NIBALI,PETER SAGAN,THIBAUT PINOT,RAFAL MAJKA
18.0,,2014,VINCENZO NIBALI,PETER SAGAN,THIBAUT PINOT,RAFAL MAJKA
19.0,,2014,VINCENZO NIBALI,PETER SAGAN,THIBAUT PINOT,RAFAL MAJKA
20.0,,2014,VINCENZO NIBALI,PETER SAGAN,THIBAUT PINOT,RAFAL MAJKA
21.0,,2014,VINCENZO NIBALI,PETER SAGAN,THIBAUT PINOT,RAFAL MAJKA
1.0,,2015,ROHAN DENNIS,TONY MARTIN,TOM DUMOULIN,
2.0,,2015,FABIAN CANCELLARA,ANDRÉ GREIPEL,TOM DUMOULIN,
3.0,,2015,CHRIS FROOME,ANDRÉ GREIPEL,PETER SAGAN,JOAQUIN RODRIGUEZ OLIVER
4.0,,2015,TONY MARTIN,ANDRÉ GREIPEL,PETER SAGAN,JOAQUIN RODRIGUEZ OLIVER
5.0,,2015,TONY MARTIN,ANDRÉ GREIPEL,PETER SAGAN,JOAQUIN RODRIGUEZ OLIVER
6.0,,2015,TONY MARTIN,ANDRÉ GREIPEL,PETER SAGAN,DANIEL TEKLEHAIMANOT
7.0,,2015,CHRIS FROOME,ANDRÉ GREIPEL,PETER SAGAN,DANIEL TEKLEHAIMANOT
8.0,,2015,CHRIS FROOME,PETER SAGAN,WARREN BARGUIL,DANIEL TEKLEHAIMANOT
9.0,,2015,CHRIS FROOME,PETER SAGAN,NAIRO QUINTANA,DANIEL TEKLEHAIMANOT
10.0,,2015,CHRIS FROOME,ANDRÉ GREIPEL,NAIRO QUINTANA,RICHIE PORTE
11.0,,2015,CHRIS FROOME,PETER SAGAN,NAIRO QUINTANA,RICHIE PORTE
12.0,,2015,CHRIS FROOME,PETER SAGAN,NAIRO QUINTANA,JOAQUIN RODRIGUEZ OLIVER
13.0,,2015,CHRIS FROOME,PETER SAGAN,NAIRO QUINTANA,JOAQUIN RODRIGUEZ OLIVER
14.0,,2015,CHRIS FROOME,PETER SAGAN,NAIRO QUINTANA,JOAQUIN RODRIGUEZ OLIVER
15.0,,2015,CHRIS FROOME,PETER SAGAN,NAIRO QUINTANA,JOAQUIN RODRIGUEZ OLIVER
16.0,,2015,CHRIS FROOME,PETER SAGAN,NAIRO QUINTANA,JOAQUIN RODRIGUEZ OLIVER
17.0,,2015,CHRIS FROOME,PETER SAGAN,NAIRO QUINTANA,JOAQUIN RODRIGUEZ OLIVER
18.0,,2015,CHRIS FROOME,PETER SAGAN,NAIRO QUINTANA,JOAQUIN RODRIGUEZ OLIVER
19.0,,2015,CHRIS FROOME,PETER SAGAN,NAIRO QUINTANA,ROMAIN BARDET
20.0,,2015,CHRIS FROOME,PETER SAGAN,NAIRO QUINTANA,ROMAIN BARDET
21.0,,2015,CHRIS FROOME,PETER SAGAN,NAIRO QUINTANA,CHRIS FROOME
1.0,,2016,MARK CAVENDISH,MARCEL KITTEL,EDWARD THEUNS,PAUL VOSS
2.0,,2016,PETER SAGAN,MARK CAVENDISH,JULIAN ALAPHILIPPE,JASPER STUYVEN
3.0,,2016,PETER SAGAN,MARK CAVENDISH,JULIAN ALAPHILIPPE,JASPER STUYVEN
4.0,,2016,PETER SAGAN,MARK CAVENDISH,JULIAN ALAPHILIPPE,JASPER STUYVEN
5.0,,2016,GREG VAN AVERMAET,PETER SAGAN,JULIAN ALAPHILIPPE,THOMAS DE GENDT
6.0,,2016,GREG VAN AVERMAET,MARK CAVENDISH,JULIAN ALAPHILIPPE,THOMAS DE GENDT
7.0,,2016,GREG VAN AVERMAET,MARK CAVENDISH,ADAM YATES,THOMAS DE GENDT
8.0,,2016,CHRIS FROOME,MARK CAVENDISH,ADAM YATES,RAFAL MAJKA
9.0,,2016,CHRIS FROOME,MARK CAVENDISH,ADAM YATES,THIBAUT PINOT
10.0,,2016,CHRIS FROOME,PETER SAGAN,ADAM YATES,THIBAUT PINOT
11.0,,2016,CHRIS FROOME,PETER SAGAN,ADAM YATES,THIBAUT PINOT
12.0,,2016,CHRIS FROOME,PETER SAGAN,ADAM YATES,THOMAS DE GENDT
13.0,,2016,CHRIS FROOME,PETER SAGAN,ADAM YATES,THOMAS DE GENDT
14.0,,2016,CHRIS FROOME,PETER SAGAN,ADAM YATES,THOMAS DE GENDT
15.0,,2016,CHRIS FROOME,PETER SAGAN,ADAM YATES,RAFAL MAJKA
16.0,,2016,CHRIS FROOME,PETER SAGAN,ADAM YATES,RAFAL MAJKA
17.0,,2016,CHRIS FROOME,PETER SAGAN,ADAM YATES,RAFAL MAJKA
18.0,,2016,CHRIS FROOME,PETER SAGAN,ADAM YATES,RAFAL MAJKA
19.0,,2016,CHRIS FROOME,PETER SAGAN,ADAM YATES,RAFAL MAJKA
20.0,,2016,CHRIS FROOME,PETER SAGAN,ADAM YATES,RAFAL MAJKA
21.0,,2016,CHRIS FROOME,PETER SAGAN,ADAM YATES,RAFAL MAJKA
1.0,,2017,GERAINT THOMAS,VASILI KIRYIENKA,STEFAN KÜNG,
2.0,,2017,GERAINT THOMAS,MARCEL KITTEL,STEFAN KÜNG,TAYLOR PHINNEY
3.0,,2017,GERAINT THOMAS,MARCEL KITTEL,PIERRE LATOUR,NATHAN BROWN
4.0,,2017,GERAINT THOMAS,ARNAUD DEMARE,PIERRE LATOUR,NATHAN BROWN
5.0,,2017,CHRIS FROOME,ARNAUD DEMARE,SIMON YATES,FABIO ARU
6.0,,2017,CHRIS FROOME,ARNAUD DEMARE,SIMON YATES,FABIO ARU
7.0,,2017,CHRIS FROOME,MARCEL KITTEL,SIMON YATES,FABIO ARU
8.0,,2017,CHRIS FROOME,MARCEL KITTEL,SIMON YATES,LILIAN CALMEJANE
9.0,,2017,CHRIS FROOME,MARCEL KITTEL,SIMON YATES,WARREN BARGUIL
10.0,,2017,CHRIS FROOME,MARCEL KITTEL,SIMON YATES,WARREN BARGUIL
11.0,,2017,CHRIS FROOME,MARCEL KITTEL,SIMON YATES,WARREN BARGUIL
12.0,,2017,FABIO ARU,MARCEL KITTEL,SIMON YATES,WARREN BARGUIL
13.0,,2017,FABIO ARU,MARCEL KITTEL,SIMON YATES,WARREN BARGUIL
14.0,,2017,CHRIS FROOME,MARCEL KITTEL,SIMON YATES,WARREN BARGUIL
15.0,,2017,CHRIS FROOME,MARCEL KITTEL,SIMON YATES,WARREN BARGUIL
16.0,,2017,CHRIS FROOME,MARCEL KITTEL,SIMON YATES,WARREN BARGUIL
17.0,,2017,CHRIS FROOME,MICHAEL MATTHEWS,SIMON YATES,WARREN BARGUIL
18.0,,2017,CHRIS FROOME,MICHAEL MATTHEWS,SIMON YATES,WARREN BARGUIL
19.0,,2017,CHRIS FROOME,MICHAEL MATTHEWS,SIMON YATES,WARREN BARGUIL
20.0,,2017,CHRIS FROOME,MICHAEL MATTHEWS,SIMON YATES,WARREN BARGUIL
21.0,,2017,CHRIS FROOME,MICHAEL MATTHEWS,SIMON YATES,WARREN BARGUIL
1.0,,2018,FERNANDO GAVIRIA RENDON,MARCEL KITTEL,DYLAN GROENEWEGEN,KÉVIN LEDANOIS
2.0,,2018,PETER SAGAN,ALEXANDER KRISTOFF,FERNANDO GAVIRIA RENDON,DION SMITH
3.0,,2018,GREG VAN AVERMAET,PETER SAGAN,SØREN KRAGH ANDERSEN,DION SMITH
4.0,,2018,GREG VAN AVERMAET,PETER SAGAN,SØREN KRAGH ANDERSEN,DION SMITH
5.0,,2018,GREG VAN AVERMAET,PETER SAGAN,SØREN KRAGH ANDERSEN,TOMS SKUJINS
6.0,,2018,GREG VAN AVERMAET,PETER SAGAN,SØREN KRAGH ANDERSEN,TOMS SKUJINS
7.0,,2018,GREG VAN AVERMAET,PETER SAGAN,SØREN KRAGH ANDERSEN,TOMS SKUJINS
8.0,,2018,GREG VAN AVERMAET,PETER SAGAN,SØREN KRAGH ANDERSEN,TOMS SKUJINS
9.0,,2018,GREG VAN AVERMAET,PETER SAGAN,SØREN KRAGH ANDERSEN,TOMS SKUJINS
10.0,,2018,GREG VAN AVERMAET,PETER SAGAN,PIERRE LATOUR,JULIAN ALAPHILIPPE
11.0,,2018,GERAINT THOMAS,PETER SAGAN,PIERRE LATOUR,JULIAN ALAPHILIPPE
12.0,,2018,GERAINT THOMAS,PETER SAGAN,PIERRE LATOUR,JULIAN ALAPHILIPPE
13.0,,2018,GERAINT THOMAS,PETER SAGAN,PIERRE LATOUR,JULIAN ALAPHILIPPE
14.0,,2018,GERAINT THOMAS,PETER SAGAN,PIERRE LATOUR,JULIAN ALAPHILIPPE
15.0,,2018,GERAINT THOMAS,PETER SAGAN,PIERRE LATOUR,JULIAN ALAPHILIPPE
16.0,,2018,GERAINT THOMAS,PETER SAGAN,PIERRE LATOUR,JULIAN ALAPHILIPPE
17.0,,2018,GERAINT THOMAS,PETER SAGAN,PIERRE LATOUR,JULIAN ALAPHILIPPE
18.0,,2018,GERAINT THOMAS,PETER SAGAN,PIERRE LATOUR,JULIAN ALAPHILIPPE
19.0,,2018,GERAINT THOMAS,PETER SAGAN,PIERRE LATOUR,JULIAN ALAPHILIPPE
20.0,,2018,GERAINT THOMAS,PETER SAGAN,PIERRE LATOUR,JULIAN ALAPHILIPPE
21.0,,2018,GERAINT THOMAS,PETER SAGAN,PIERRE LATOUR,JULIAN ALAPHILIPPE
1.0,,2019,MIKE TEUNISSEN,PETER SAGAN,CALEB EWAN,GREG VAN AVERMAET
2.0,,2019,MIKE TEUNISSEN,PETER SAGAN,WOUT VAN AERT,GREG VAN AVERMAET
3.0,,2019,JULIAN ALAPHILIPPE,PETER SAGAN,WOUT VAN AERT,TIM WELLENS
4.0,,2019,JULIAN ALAPHILIPPE,PETER SAGAN,WOUT VAN AERT,TIM WELLENS
5.0,,2019,JULIAN ALAPHILIPPE,PETER SAGAN,WOUT VAN AERT,TIM WELLENS
6.0,,2019,GIULIO CICCONE,PETER SAGAN,EGAN BERNAL GOMEZ,TIM WELLENS
7.0,,2019,GIULIO CICCONE,PETER SAGAN,EGAN BERNAL GOMEZ,TIM WELLENS
8.0,,2019,JULIAN ALAPHILIPPE,PETER SAGAN,GIULIO CICCONE,TIM WELLENS
9.0,,2019,JULIAN ALAPHILIPPE,PETER SAGAN,GIULIO CICCONE,TIM WELLENS
10.0,,2019,JULIAN ALAPHILIPPE,PETER SAGAN,EGAN BERNAL GOMEZ,TIM WELLENS
11.0,,2019,JULIAN ALAPHILIPPE,PETER SAGAN,EGAN BERNAL GOMEZ,TIM WELLENS
12.0,,2019,JULIAN ALAPHILIPPE,PETER SAGAN,EGAN BERNAL GOMEZ,TIM WELLENS
13.0,,2019,JULIAN ALAPHILIPPE,PETER SAGAN,ENRIC MAS NICOLAU,TIM WELLENS
14.0,,2019,JULIAN ALAPHILIPPE,PETER SAGAN,EGAN BERNAL GOMEZ,TIM WELLENS
15.0,,2019,JULIAN ALAPHILIPPE,PETER SAGAN,EGAN BERNAL GOMEZ,TIM WELLENS
16.0,,2019,JULIAN ALAPHILIPPE,PETER SAGAN,EGAN BERNAL GOMEZ,TIM WELLENS
17.0,,2019,JULIAN ALAPHILIPPE,PETER SAGAN,EGAN BERNAL GOMEZ,TIM WELLENS
18.0,,2019,JULIAN ALAPHILIPPE,PETER SAGAN,EGAN BERNAL GOMEZ,ROMAIN BARDET
19.0,,2019,EGAN BERNAL GOMEZ,PETER SAGAN,DAVID GAUDU,ROMAIN BARDET
20.0,,2019,EGAN BERNAL GOMEZ,PETER SAGAN,DAVID GAUDU,ROMAIN BARDET
21.0,,2019,EGAN BERNAL GOMEZ,PETER SAGAN,EGAN BERNAL GOMEZ,ROMAIN BARDET
1.0,,2020,ALEXANDER KRISTOFF,PETER SAGAN,MADS PEDERSEN,FABIEN GRELLIER
2.0,,2020,JULIAN ALAPHILIPPE,ALEXANDER KRISTOFF,MARC HIRSCHI,BENOIT COSNEFROY
3.0,,2020,JULIAN ALAPHILIPPE,PETER SAGAN,MARC HIRSCHI,BENOIT COSNEFROY
4.0,,2020,JULIAN ALAPHILIPPE,PETER SAGAN,TADEJ POGAČAR,BENOIT COSNEFROY
5.0,,2020,ADAM YATES,SAM BENNETT,TADEJ POGAČAR,BENOIT COSNEFROY
6.0,,2020,ADAM YATES,SAM BENNETT,TADEJ POGAČAR,BENOIT COSNEFROY
7.0,,2020,ADAM YATES,PETER SAGAN,EGAN BERNAL GOMEZ,BENOIT COSNEFROY
8.0,,2020,ADAM YATES,PETER SAGAN,EGAN BERNAL GOMEZ,BENOIT COSNEFROY
9.0,,2020,PRIMOŽ ROGLIČ,PETER SAGAN,EGAN BERNAL GOMEZ,BENOIT COSNEFROY
10.0,,2020,PRIMOŽ ROGLIČ,SAM BENNETT,EGAN BERNAL GOMEZ,BENOIT COSNEFROY
11.0,,2020,PRIMOŽ ROGLIČ,SAM BENNETT,EGAN BERNAL GOMEZ,BENOIT COSNEFROY
12.0,,2020,PRIMOŽ ROGLIČ,SAM BENNETT,EGAN BERNAL GOMEZ,BENOIT COSNEFROY
13.0,,2020,PRIMOŽ ROGLIČ,SAM BENNETT,TADEJ POGAČAR,BENOIT COSNEFROY
14.0,,2020,PRIMOŽ ROGLIČ,SAM BENNETT,TADEJ POGAČAR,BENOIT COSNEFROY
15.0,,2020,PRIMOŽ ROGLIČ,SAM BENNETT,TADEJ POGAČAR,BENOIT COSNEFROY
16.0,,2020,PRIMOŽ ROGLIČ,SAM BENNETT,TADEJ POGAČAR,BENOIT COSNEFROY
17.0,,2020,PRIMOŽ ROGLIČ,SAM BENNETT,ENRIC MAS NICOLAU,TADEJ POGAČAR
18.0,,2020,PRIMOŽ ROGLIČ,SAM BENNETT,TADEJ POGAČAR,RICHARD CARAPAZ
19.0,,2020,PRIMOŽ ROGLIČ,SAM BENNETT,TADEJ POGAČAR,RICHARD CARAPAZ
20.0,,2020,TADEJ POGAČAR,SAM BENNETT,ENRIC MAS NICOLAU,RICHARD CARAPAZ
21.0,,2020,TADEJ POGAČAR,SAM BENNETT,TADEJ POGAČAR,TADEJ POGAČAR
